"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.108090518E1,-4.920084476E-1,3.232172251E0,9.569623947E0,1.011270054E1
5.109089218E1,1.113303825E-1,2.782062292E0,8.880094528E0,9.306360399E0
5.110091218E1,3.830722719E-2,3.135207176E0,9.706093788E0,1.019996314E1
5.111087318E1,-1.376665980E-1,3.005920172E0,8.850166321E0,9.347724433E0
5.112101318E1,-9.097966552E-2,3.244143248E0,9.722852707E0,1.025020036E1
5.113086118E1,4.668693244E-2,2.683900118E0,8.932766914E0,9.327369632E0
5.114110218E1,-4.141969085E-1,3.157952070E0,9.338583946E0,9.866781161E0
5.115115318E1,-8.978256583E-2,3.072957993E0,9.522936821E0,1.000687051E1
5.116143618E1,6.823474914E-2,2.946065187E0,8.833407402E0,9.311983806E0
5.117094318E1,-2.286462635E-1,2.899378300E0,9.119514465E0,9.572053997E0
5.118106318E1,-2.442085743E-1,3.394978046E0,9.313444138E0,9.915934422E0
5.119112418E1,1.687912196E-1,2.734178305E0,8.831012726E0,9.246134719E0
5.120099718E1,-2.645592988E-1,3.116053581E0,9.113529205E0,9.635154182E0
5.121089318E1,-3.375824392E-1,2.990357876E0,9.364919662E0,9.836560497E0
5.122095618E1,-8.499415964E-2,2.737769604E0,9.323021889E0,9.717064554E0
5.123101518E1,-1.951274425E-1,3.257311344E0,9.433155060E0,9.981611408E0
5.124096118E1,-1.663970202E-1,2.801215887E0,9.160215378E0,9.580398957E0
5.125103318E1,1.879448295E-1,3.125630379E0,8.884882927E0,9.420511300E0
5.126092518E1,3.351882398E-1,2.869450808E0,8.981847763E0,9.435024554E0
5.127104718E1,-3.208230138E-1,2.811989784E0,8.840589523E0,9.282577071E0
5.128091918E1,3.711012751E-2,3.106476784E0,9.139864922E0,9.653429751E0
5.129090018E1,7.302315533E-2,2.810792685E0,8.623914719E0,9.070710720E0
5.130101218E1,-4.740519226E-1,3.082534790E0,9.320627213E0,9.828572510E0
5.131119518E1,-1.460463107E-1,2.821566820E0,8.989029884E0,9.422591316E0
5.132115418E1,2.394201700E-3,2.943670988E0,8.936357498E0,9.408702884E0
5.133092418E1,-3.375824392E-1,2.929305792E0,8.704120636E0,9.190022327E0
5.134106718E1,-1.628057212E-1,2.924517393E0,9.498994827E0,9.940332510E0
5.135142018E1,-2.035071403E-1,2.879027605E0,8.803479195E0,9.264527027E0
5.136087618E1,-1.041477770E-1,2.828749418E0,8.620323181E0,9.073182561E0
5.137101618E1,-2.633621916E-2,3.319560766E0,9.475052834E0,1.003976113E1
5.138097418E1,-2.262520641E-1,2.741360903E0,8.568847656E0,8.999522196E0
5.139106418E1,-3.627215624E-1,2.744952202E0,9.287108421E0,9.691063530E0
5.140094218E1,7.541735470E-2,3.120841980E0,9.281123161E0,9.792067686E0
5.141090118E1,-4.728548229E-1,2.986766577E0,9.117119789E0,9.605531714E0
5.142107618E1,-4.417302012E-1,2.973598480E0,9.153033257E0,9.634076566E0
5.143120518E1,-2.418143749E-1,3.008314371E0,9.245209694E0,9.725344818E0
5.144120418E1,-1.592144072E-1,2.743755102E0,8.686163902E0,9.110597380E0
5.145151018E1,-1.556231081E-1,3.147178173E0,8.680178642E0,9.234416618E0
5.146090718E1,-4.225766063E-1,2.834734917E0,8.574832916E0,9.041131156E0
5.147363718E1,-1.496376097E-1,2.809595585E0,8.506598473E0,8.959823455E0
5.149088518E1,-3.196259141E-1,3.082534790E0,8.725667953E0,9.259668606E0
5.150093218E1,1.244984865E-1,2.981978178E0,8.886079788E0,9.373905682E0
5.151110318E1,-4.513070285E-1,2.964021683E0,8.975862503E0,9.463361466E0
5.152094218E1,-3.220201433E-1,2.845508814E0,9.157821655E0,9.595119325E0
5.153091718E1,1.831564307E-1,3.235763550E0,8.896853447E0,9.468775701E0
5.154104218E1,-5.506663918E-1,2.281674147E0,8.583212852E0,8.898360144E0
5.155099118E1,-1.268926859E-1,3.497928619E0,9.817423820E0,1.042273557E1
5.156096618E1,-1.915361285E-1,2.645592928E0,8.467094421E0,8.872853880E0
5.157092718E1,-3.830722570E-1,2.998737574E0,8.455122948E0,8.979324888E0
5.158094718E1,-1.304839998E-1,2.861071110E0,9.307458878E0,9.738148937E0
5.159091518E1,-1.460463107E-1,3.086126089E0,9.111134529E0,9.620721188E0
5.160100318E1,-4.034229815E-1,2.808398485E0,7.912836552E0,8.406118869E0
5.161103118E1,-9.696517140E-2,2.681505919E0,9.509769440E0,9.881072362E0
5.162093618E1,-3.986345828E-1,3.281253338E0,9.625887871E0,1.017758568E1
5.163090618E1,-2.908954918E-1,2.719813108E0,8.093599319E0,8.543322157E0
5.164119918E1,-1.364694983E-1,3.049015760E0,8.746018410E0,9.263258555E0
5.165109918E1,-1.879448295E-1,2.831143618E0,9.464279175E0,9.880449268E0
5.166105618E1,-1.053448766E-1,2.868253708E0,8.530540466E0,9.000449851E0
5.167089218E1,-5.985504389E-2,3.022679567E0,9.087192535E0,9.576911954E0
5.168087718E1,-3.651157618E-1,2.658761024E0,9.082404137E0,9.470606348E0
5.169112918E1,-2.873041928E-1,3.046621561E0,8.948328972E0,9.457115735E0
5.170093418E1,-3.543418646E-1,2.981978178E0,8.820239067E0,9.317422885E0
5.171092218E1,3.351882473E-2,3.069366693E0,8.993818283E0,9.503204866E0
5.172107518E1,-1.364694983E-1,2.548627615E0,8.757989883E0,9.122308559E0
5.173114418E1,-4.333505034E-1,3.232172251E0,9.477447510E0,1.002281105E1
5.174092718E1,-3.280056417E-1,3.037044764E0,8.852560997E0,9.364777883E0
5.175088518E1,-4.309562966E-2,3.035847664E0,8.397662163E0,8.929667299E0
5.176097518E1,-5.027823448E-1,2.916137695E0,9.465476036E0,9.917251924E0
5.177110418E1,-7.062894851E-2,3.074155092E0,9.029731750E0,9.538945092E0
5.178090918E1,-3.387795389E-1,2.716221809E0,8.139088631E0,8.587048168E0
5.179088218E1,-1.580173075E-1,2.761711597E0,9.369708061E0,9.769516343E0
5.180084918E1,-2.525882721E-1,3.082534790E0,9.216479301E0,9.721590008E0
5.181101118E1,-2.166752517E-1,2.694674015E0,8.750806808E0,9.158866524E0
5.182089418E1,-1.759738177E-1,3.379415751E0,9.472659111E0,1.005896059E1
5.183085518E1,-5.027823523E-2,2.732981205E0,9.202114105E0,9.599511351E0
5.184086818E1,-2.549824715E-1,3.263296843E0,8.506598473E0,9.114622313E0
5.185089318E1,1.197100850E-3,2.711433411E0,8.875306129E0,9.280244149E0
5.186095618E1,-1.831564307E-1,2.989160776E0,9.023746490E0,9.507714192E0
5.187107018E1,-1.819593310E-1,3.201047659E0,9.032125473E0,9.584315618E0
5.188090818E1,-1.951274425E-1,2.649184227E0,8.753201485E0,9.147392416E0
5.189093018E1,-4.429273009E-1,2.948459387E0,9.548076630E0,1.000276785E1
5.190089318E1,-2.142810524E-1,3.043030262E0,9.246406555E0,9.736631026E0
5.191102718E1,8.738835901E-2,2.966415882E0,9.143456459E0,9.613014924E0
5.192095318E1,-3.471592367E-1,3.060986757E0,9.196128845E0,9.698399105E0
5.193092118E1,-1.244984865E-1,2.985569477E0,8.865729332E0,9.355761945E0
5.194150318E1,-3.471592441E-2,2.851494312E0,9.145850182E0,9.580125289E0
5.195104118E1,-3.136404157E-1,3.230975151E0,9.240421295E0,9.794026570E0
5.196092318E1,-1.520318091E-1,2.558204412E0,8.790311813E0,9.156260441E0
5.197100018E1,2.035071515E-2,3.339911461E0,9.975440979E0,1.051973600E1
5.198092618E1,-1.460463107E-1,2.991554976E0,9.160215378E0,9.637441386E0
5.199133518E1,-2.011129409E-1,3.336320162E0,9.155426979E0,9.746451755E0
5.200084918E1,-2.142810524E-1,2.540247917E0,8.893261909E0,9.251426011E0
5.201087418E1,-3.866635859E-1,3.173514366E0,9.524134636E0,1.004638456E1
5.202162518E1,-1.197100803E-2,3.056198359E0,8.923190117E0,9.432063060E0
5.203104418E1,-4.129997790E-1,3.064578056E0,9.379284859E0,9.875889425E0
5.204099118E1,-2.753331959E-1,2.731784105E0,8.819042206E0,9.236555537E0
5.205087018E1,-7.661445439E-2,3.226186752E0,9.338583946E0,9.880450438E0
5.206121718E1,-4.908113554E-2,2.573766708E0,9.102754593E0,9.459747629E0
5.207086018E1,-1.292868853E-1,3.210624456E0,9.295488358E0,9.835188270E0
5.208086418E1,-3.818751574E-1,2.917334795E0,9.422380447E0,9.871065000E0
5.209085918E1,2.992752194E-2,2.844311714E0,9.381679535E0,9.803413471E0
5.210095418E1,-2.394201756E-1,3.418920040E0,9.466673851E0,1.006798143E1
5.211109518E1,-2.334346622E-1,2.985569477E0,9.307458878E0,9.777367110E0
5.212088218E1,-2.166752517E-1,3.240551949E0,9.295488358E0,9.846533852E0
5.213083018E1,9.457096457E-2,2.802412987E0,8.767566681E0,9.205035998E0
5.214099118E1,-3.950432837E-1,3.008314371E0,9.583989143E0,1.005280371E1
5.215089618E1,-2.920926213E-1,3.076549292E0,9.155426979E0,9.662935207E0
5.216093318E1,2.082955539E-1,3.039438963E0,9.388861656E0,9.870780083E0
5.217091118E1,-3.244143426E-1,3.026270866E0,9.356540680E0,9.839126664E0
5.218089018E1,-3.184288144E-1,3.302801132E0,9.657012939E0,1.021116013E1
5.219111318E1,3.471592441E-2,2.571372509E0,8.913613319E0,9.277158195E0
5.220089418E1,-2.513911761E-2,3.542221308E0,9.144653320E0,9.806765426E0
5.221100318E1,-2.178723514E-1,2.729389906E0,9.124302864E0,9.526276312E0
5.222132218E1,-4.177882075E-1,3.165134668E0,8.911218643E0,9.465856652E0
5.223112318E1,-3.292027414E-1,2.862268209E0,9.623494148E0,1.004552604E1
5.224090018E1,-3.172317147E-1,3.144783974E0,9.931148529E0,1.042199661E1
5.225131018E1,-2.657563984E-1,2.885013103E0,9.427168846E0,9.862324246E0
5.226084618E1,-1.628057212E-1,3.349488258E0,9.447520256E0,1.002502949E1
5.227107218E1,-1.089361757E-1,2.723404408E0,9.080010414E0,9.480263065E0
5.228109418E1,3.112462163E-2,3.075352192E0,9.244012833E0,9.742203708E0
5.229090318E1,-4.908113480E-1,3.059789658E0,9.161413193E0,9.671333942E0
5.230084018E1,2.513911761E-2,3.378218651E0,9.402029991E0,9.990553597E0
5.231127918E1,-1.927332431E-1,2.515108824E0,8.989029884E0,9.336250680E0
5.232088118E1,-3.830722570E-1,3.119644880E0,9.624691010E0,1.012490027E1
5.233087118E1,-1.017535701E-1,3.093308687E0,9.455899239E0,9.949519729E0
5.234083718E1,-1.340752989E-1,2.837129116E0,9.435548782E0,9.853773827E0
5.235106418E1,-1.233013868E-1,3.296815634E0,9.346963882E0,9.912110289E0
5.236104818E1,-2.202665508E-1,3.005920172E0,9.396044731E0,9.867610147E0
5.237100518E1,-3.292027414E-1,3.095702887E0,9.362525940E0,9.866541582E0
5.238104318E1,-2.154781483E-2,2.761711597E0,9.012971878E0,9.426620674E0
5.239108918E1,-4.022258818E-1,3.274070740E0,9.655815125E0,1.020372925E1
5.240095318E1,-1.903390288E-1,2.855085611E0,9.111134529E0,9.549896083E0
5.241123518E1,-3.866635859E-1,2.873042107E0,9.409213066E0,9.845667585E0
5.242087618E1,-3.064578176E-1,3.163937569E0,9.989806175E0,1.048335084E1
5.243114818E1,-1.532289088E-1,3.160346270E0,9.057265282E0,9.594025330E0
5.244093718E1,-2.633621991E-1,3.004723072E0,9.241618156E0,9.721379868E0
5.245116718E1,-1.640028208E-1,3.057395458E0,9.616311073E0,1.009197714E1
5.246096718E1,-3.471592441E-2,3.117250681E0,8.898050308E0,9.428348545E0
5.247112718E1,-1.388636976E-1,2.865859509E0,8.641871452E0,9.105733142E0
5.248097118E1,-3.052607179E-1,3.095702887E0,9.175778389E0,9.688728994E0
5.249090318E1,-2.825157940E-1,2.747346401E0,9.034520149E0,9.447236726E0
5.250111618E1,-9.935937077E-2,2.960430384E0,9.139864922E0,9.607869229E0
5.251084918E1,-5.829881430E-1,2.997540474E0,9.375694275E0,9.860464857E0
5.252106518E1,-4.668693244E-2,3.147178173E0,9.514557838E0,1.002166259E1
5.253104418E1,-2.633621991E-1,2.843114614E0,8.793902397E0,9.245830397E0
5.254129818E1,-1.292868853E-1,3.204638958E0,9.184157372E0,9.728061090E0
5.255093118E1,-6.105214357E-2,2.807201385E0,9.178172112E0,9.598070134E0
5.256110618E1,-8.858546615E-2,3.149572372E0,9.279925346E0,9.800238158E0
5.257085918E1,-2.885012925E-1,2.862268209E0,9.223662376E0,9.661871451E0
5.258100918E1,-1.173158810E-1,3.355473757E0,9.901221275E0,1.045500597E1
5.259083018E1,-4.333505034E-1,2.914940596E0,9.539696693E0,9.984512223E0
5.260088518E1,-1.556231081E-2,3.224989653E0,9.197325706E0,9.746363455E0
5.261149318E1,-1.137245819E-1,2.800018787E0,9.306262016E0,9.719030363E0
5.262097518E1,-5.027823523E-2,3.082534790E0,9.509769440E0,9.997012725E0
5.263094118E1,-2.585737705E-1,3.005920172E0,8.918401718E0,9.414898071E0
5.264096118E1,-1.915361285E-1,3.235763550E0,9.367314339E0,9.912286808E0
5.265107518E1,4.429273307E-2,2.618059635E0,9.212887764E0,9.577760649E0
5.266088318E1,-3.639186621E-1,3.515885115E0,9.775525093E0,1.039493991E1
5.267097318E1,8.379706182E-3,2.687491417E0,8.858546257E0,9.257241604E0
5.268102718E1,-2.130839527E-1,3.002328873E0,9.664195061E0,1.012205758E1
5.269097618E1,-2.741360962E-1,3.165134668E0,9.665391922E0,1.017413530E1
5.270093418E1,-3.112462163E-2,2.887407303E0,9.006986618E0,9.458535701E0
5.271086618E1,-2.573766708E-1,3.246537447E0,9.642647743E0,1.017776516E1
5.272103918E1,-4.070143029E-2,2.938882589E0,9.611522675E0,1.005087338E1
5.273098618E1,-3.459621370E-1,3.137601376E0,9.184157372E0,9.711486952E0
5.274101818E1,-1.975216419E-1,3.190273762E0,9.521739960E0,1.004392320E1
5.275107718E1,3.591302410E-2,2.723404408E0,9.459490776E0,9.843789263E0
5.276091418E1,-3.519476354E-1,3.343502760E0,9.593565941E0,1.016559813E1
5.277089118E1,-1.747767180E-1,3.155557871E0,9.285911560E0,9.808988015E0
5.278086918E1,-1.580173075E-1,2.950853586E0,9.798270226E0,1.023418809E1
5.279104318E1,-2.980781198E-1,3.104082584E0,9.773131371E0,1.025857086E1
5.280092618E1,2.226607651E-1,3.210624456E0,9.355342865E0,9.893438600E0
5.281106418E1,-1.795651317E-1,2.887407303E0,9.363722801E0,9.800442300E0
5.282109518E1,-2.214636505E-1,3.195062160E0,1.001494598E1,1.051459041E1
5.283108018E1,1.879448295E-1,3.207033157E0,9.757569313E0,1.027280603E1
5.284090518E1,-4.608838260E-1,3.043030262E0,9.179368973E0,9.681593971E0
5.285089518E1,-2.035071515E-2,3.420117140E0,1.029027843E1,1.084377451E1
5.286083818E1,-2.214636505E-1,3.028665066E0,9.424775124E0,9.901931345E0
5.287113318E1,-3.447650373E-1,2.985569477E0,9.172186852E0,9.652020497E0
5.288091318E1,8.140286058E-2,3.262099743E0,9.889249802E0,1.041370169E1
5.289136618E1,-5.506663769E-2,2.997540474E0,9.228450775E0,9.703225491E0
5.290105618E1,-1.328781992E-1,3.035847664E0,9.493009567E0,9.967510135E0
5.291104318E1,-2.070984542E-1,3.112462282E0,9.957485199E0,1.043464531E1
5.292111818E1,4.309562966E-2,3.248931646E0,9.866505623E0,1.038774987E1
5.293106818E1,-1.604115069E-1,3.066972494E0,9.640253067E0,1.011763467E1
5.294085218E1,-2.454056740E-1,3.193865061E0,9.981427193E0,1.048283773E1
5.295107318E1,7.182605099E-3,3.199850559E0,9.622296333E0,1.014039851E1
5.296107918E1,-1.041477770E-1,2.987963676E0,9.433155060E0,9.895614588E0
5.297090318E1,-1.544260085E-1,3.094505787E0,9.999382973E0,1.046840357E1
5.298085418E1,-1.496376097E-1,3.375824451E0,1.000297451E1,1.055831810E1
5.299093718E1,-3.220201433E-1,3.130418777E0,9.567230225E0,1.007150003E1
5.300094018E1,4.189852998E-2,3.094505787E0,1.031182671E1,1.076621993E1
5.301107918E1,-2.166752517E-1,3.234566450E0,9.843760490E0,1.036383080E1
5.302091018E1,-1.113303825E-1,3.107673883E0,9.405621529E0,9.906348861E0
5.303106418E1,-1.663970202E-1,3.029862165E0,9.874884605E0,1.033059043E1
5.304108418E1,-1.927332431E-1,3.124433279E0,9.733627319E0,1.022461394E1
5.305090118E1,-2.549824715E-1,2.765302896E0,9.506177902E0,9.903501122E0
5.306093018E1,-2.334346622E-1,3.503914118E0,1.059075165E1,1.115777426E1
5.307098718E1,-2.082955539E-1,3.220201254E0,1.002452278E1,1.053110346E1
5.308117118E1,-9.576806426E-2,2.971204281E0,9.560047150E0,1.001157969E1
5.309104818E1,-9.816227108E-2,3.238157749E0,1.017296314E1,1.067635146E1
5.310106418E1,-1.975216419E-1,3.142389774E0,9.827000618E0,1.031908763E1
5.311137418E1,-9.097966552E-2,3.353079557E0,9.574412346E0,1.014498850E1
5.312110918E1,-3.136404157E-1,2.943670988E0,9.855731010E0,1.029072412E1
5.313100018E1,-1.424549967E-1,3.403357744E0,1.028189945E1,1.083146314E1
5.314148418E1,-1.675941236E-2,3.013102770E0,9.624691010E0,1.008532331E1
5.315090018E1,-2.394201756E-1,3.110068083E0,1.025556278E1,1.071944091E1
5.316088018E1,-2.585737705E-1,3.199850559E0,9.998186111E0,1.050093470E1
5.317121418E1,-2.154781483E-2,3.110068083E0,9.781511307E0,1.026406115E1
5.318089418E1,-1.651999205E-1,3.221398354E0,9.807847023E0,1.032465794E1
5.319100618E1,-9.696517140E-2,3.162740469E0,9.878476143E0,1.037287908E1
5.320095318E1,-2.908954918E-1,3.047818661E0,9.686940193E0,1.015926322E1
5.321119118E1,-3.591302549E-3,3.490746021E0,1.008916569E1,1.067598169E1
5.322098118E1,-1.903390288E-1,2.748543501E0,9.222464561E0,9.625205084E0
5.323107118E1,-2.322375625E-1,3.481169224E0,1.051174259E1,1.107561311E1
5.324090118E1,-4.309562966E-2,2.985569477E0,9.454702377E0,9.914982571E0
5.325374218E1,-1.568202078E-1,3.004723072E0,9.704896927E0,1.016060912E1
5.327092418E1,-1.843535304E-1,2.966415882E0,9.419986725E0,9.877740597E0
5.328091418E1,-4.177882075E-1,3.220201254E0,1.006522369E1,1.057605650E1
5.329116618E1,-9.576806426E-2,3.265691042E0,9.931148529E0,1.045474154E1
5.330094618E1,2.035071515E-2,3.145981073E0,9.452308655E0,9.962115738E0
5.331105918E1,-1.711854190E-1,2.906560898E0,9.325415611E0,9.769379562E0
5.332100018E1,-1.795651317E-1,3.439270735E0,1.000536919E1,1.058150459E1
5.333136718E1,-2.621650994E-1,3.088520288E0,9.503783226E0,9.996478566E0
5.334095818E1,-5.626374111E-2,3.303998232E0,1.013704967E1,1.066205168E1
5.335100418E1,-4.764461517E-1,3.296815634E0,9.757569313E0,1.031048753E1
5.336089818E1,-2.274491638E-2,3.114856482E0,9.451110840E0,9.951198136E0
5.337094718E1,-8.140286058E-2,2.961627483E0,9.695320129E0,1.013790393E1
5.338100918E1,-4.560954273E-1,3.335123062E0,9.713275909E0,1.028001935E1
5.339136618E1,-2.358288616E-1,3.003525972E0,9.017760277E0,9.507722331E0
5.340104318E1,-3.196259141E-1,2.914940596E0,9.573215485E0,1.001226718E1
5.341091318E1,-3.052607179E-1,3.362656355E0,1.004008484E1,1.059263638E1
5.342093018E1,-2.633621991E-1,3.039438963E0,9.428366661E0,9.909674402E0
5.343098918E1,-2.789244950E-1,3.108870983E0,9.484629631E0,9.985042659E0
5.344126518E1,-2.406172752E-1,3.040636063E0,9.988609314E0,1.044393031E1
5.345088618E1,1.675941236E-2,3.139995575E0,9.275136948E0,9.792242771E0
5.346097018E1,-2.765302956E-1,3.065775394E0,9.136273384E0,9.640899290E0
5.347100418E1,-1.400607973E-1,3.185485363E0,9.850942612E0,1.035412982E1
5.348091518E1,-4.979939461E-1,3.144783974E0,9.261969566E0,9.793964696E0
5.349108418E1,-4.704606235E-1,3.204638958E0,9.393650055E0,9.936382914E0
5.350094618E1,-1.783680320E-1,3.163937569E0,9.695320129E0,1.020007591E1
5.351094418E1,-5.243301988E-1,2.861071110E0,9.375694275E0,9.816531627E0
5.352131718E1,-2.238578647E-1,3.232172251E0,9.542090416E0,1.007712952E1
5.353099318E1,-2.070984542E-1,2.961627483E0,9.350554466E0,9.810555333E0
5.354091218E1,-6.069301367E-1,3.191470861E0,9.611522675E0,1.014569951E1
5.355109518E1,-1.927332431E-1,2.961627483E0,9.435548782E0,9.891307511E0
5.356110818E1,-2.717418969E-1,3.111265182E0,9.294290543E0,9.804980948E0
5.357091718E1,-5.434837937E-1,3.071760893E0,9.700108528E0,1.018936677E1
5.358094218E1,1.532289088E-1,3.203441858E0,9.636661530E0,1.015631647E1
5.359086418E1,-5.303156972E-1,3.159149170E0,9.600749016E0,1.012105923E1
5.360090618E1,-1.209071875E-1,3.094505787E0,9.601945877E0,1.008900140E1
5.361105618E1,-4.513070285E-1,3.148375273E0,9.412803650E0,9.935633721E0
5.362092018E1,-5.386953950E-1,3.063380957E0,9.433155060E0,9.932719164E0
5.363086718E1,-3.543418646E-1,3.286041737E0,9.657012939E0,1.020693526E1
5.364101418E1,-1.041477770E-1,3.177105665E0,9.259574890E0,9.790024224E0
5.365091318E1,-3.016694188E-1,3.040636063E0,9.376891136E0,9.862178232E0
5.366089218E1,-3.459621370E-1,3.101688385E0,9.563638687E0,1.005998735E1
5.367122018E1,-1.472434103E-1,3.001131773E0,9.327810287E0,9.799822310E0
5.368085118E1,-4.393360019E-1,3.105279684E0,9.472659111E0,9.978328952E0
5.369097518E1,-1.544260085E-1,3.198653460E0,9.769539833E0,1.028100870E1
5.370130418E1,-1.376665980E-1,2.794033289E0,9.451110840E0,9.856422790E0
5.371104818E1,-5.985504389E-1,3.362656355E0,9.903614998E0,1.047603505E1
5.372094118E1,-2.286462635E-1,3.329137564E0,9.591172218E0,1.015509825E1
5.373115818E1,1.675941236E-2,3.070563793E0,9.382876396E0,9.872538293E0
5.374119718E1,-2.693476975E-1,3.081337690E0,9.512163162E0,1.000242162E1
5.375153318E1,-6.141127348E-1,3.119644880E0,9.700108528E0,1.020790988E1
5.376090718E1,-3.663128614E-1,3.178302765E0,9.257181168E0,9.794447241E0
5.377106418E1,-3.782838583E-1,3.093308687E0,9.461885452E0,9.961874002E0
5.378097118E1,-1.999158412E-1,2.984372377E0,9.798270226E0,1.024463490E1
5.379168418E1,-5.351040959E-1,3.411737442E0,9.781511307E0,1.037324695E1
5.380113318E1,-2.154781520E-1,3.108870983E0,9.287108421E0,9.796014111E0
5.381107718E1,5.626374111E-2,3.066972494E0,9.510966301E0,9.993396113E0
5.382131718E1,-4.345476031E-1,3.087323189E0,9.811438560E0,1.029488818E1
5.383104918E1,-2.238578647E-1,3.011905670E0,9.477447510E0,9.947044758E0
5.384098518E1,-2.274491638E-1,3.167528868E0,9.625887871E0,1.013620686E1
5.385107818E1,-4.716577232E-1,3.113659382E0,9.763554573E0,1.025886610E1
5.386156818E1,-7.422025502E-2,3.320757866E0,9.509769440E0,1.007316516E1
5.387108918E1,-4.429273009E-1,3.306392431E0,9.509769440E0,1.007790307E1
5.388095218E1,-5.027823523E-2,3.439270735E0,9.812635422E0,1.039802505E1
5.389100018E1,-2.142810524E-1,2.889801502E0,9.082404137E0,9.533463903E0
5.390098218E1,-4.656722248E-1,3.375824451E0,9.658209801E0,1.024178002E1
5.391114318E1,-3.268085420E-1,3.120841980E0,9.973047256E0,1.045505285E1
5.392103118E1,2.394201700E-3,2.999934673E0,9.399636269E0,9.866751023E0
5.393105218E1,-6.129156351E-1,3.305195332E0,1.009754562E1,1.064238739E1
5.394106118E1,-3.232172132E-2,3.202244759E0,1.023281765E1,1.072221867E1
5.395122418E1,-1.484405100E-1,3.131615877E0,9.326612473E0,9.839448806E0
5.396090018E1,-3.172317147E-1,3.037044764E0,9.471462250E0,9.951526215E0
5.397124618E1,-3.100491166E-1,3.343502760E0,1.005684471E1,1.060260660E1
5.398134418E1,5.985504016E-3,3.026270866E0,9.229647636E0,9.713122396E0
5.399109118E1,-2.645592988E-1,3.068169594E0,9.114726067E0,9.620908873E0
5.400116018E1,-3.028665185E-1,2.953247786E0,9.983820915E0,1.041585717E1
5.401109018E1,-5.865794048E-2,3.302801132E0,9.872490883E0,1.041047608E1
5.402095818E1,-2.944868207E-1,3.055001259E0,9.307458878E0,9.800436007E0
5.403087618E1,-2.394201756E-1,3.118447781E0,1.010831928E1,1.058112269E1
5.404121918E1,-2.154781520E-1,3.258508444E0,9.685743332E0,1.022144471E1
5.405109118E1,-1.783680320E-1,3.082534790E0,9.176975250E0,9.682495062E0
5.406084618E1,-2.513911724E-1,3.174711466E0,9.782708168E0,1.028802068E1
5.407098418E1,-2.202665508E-1,3.148375273E0,9.506177902E0,1.001639668E1
5.408108918E1,-2.633621991E-1,3.034650564E0,9.198522568E0,9.689751345E0
5.409113218E1,-2.394201756E-1,3.277662039E0,9.736021042E0,1.027572363E1
5.410095318E1,-1.364694983E-1,2.938882589E0,9.708487511E0,1.014447557E1
5.411126118E1,-2.298433632E-1,3.211821556E0,9.615114212E0,1.013997273E1
5.412089518E1,-2.717418969E-1,3.141192675E0,9.738415718E0,1.023609671E1
5.413088218E1,-1.867477298E-1,3.147178173E0,9.668983459E0,1.016999736E1
5.414089618E1,-2.549824715E-1,3.163937569E0,9.554061890E0,1.006755261E1
5.415094818E1,-5.111620426E-1,3.039438963E0,9.367314339E0,9.861341377E0
5.416093118E1,2.394201700E-3,3.373430252E0,9.709685326E0,1.027900902E1
5.417097618E1,-1.125274822E-1,2.980781078E0,9.552865028E0,1.000774443E1
5.418086918E1,-4.800374508E-1,3.292027235E0,9.526528358E0,1.009071959E1
5.419095518E1,-1.340752989E-1,3.166331768E0,9.528923035E0,1.004211169E1
5.420092018E1,-2.992752194E-1,3.056198359E0,9.433155060E0,9.920399611E0
5.421088118E1,-2.920926213E-1,3.332728863E0,9.752780914E0,1.031063215E1
5.422094718E1,-2.980781198E-1,2.896984100E0,9.149441719E0,9.601752507E0
5.423095318E1,-6.703764945E-2,3.135207176E0,9.169792175E0,9.691187060E0
5.424093618E1,-3.519476354E-1,3.223792553E0,9.868899345E0,1.038806430E1
5.425093318E1,-1.005564705E-1,3.219004154E0,9.320627213E0,9.861348335E0
5.426105818E1,-2.214636505E-1,3.008314371E0,9.190143585E0,9.672525039E0
5.427093618E1,-1.364694983E-1,3.008314371E0,9.715670586E0,1.017166821E1
5.428094018E1,-1.460463107E-1,3.156754971E0,9.531316757E0,1.004153527E1
5.429103318E1,-2.633621916E-2,3.076549292E0,9.379284859E0,9.871009756E0
5.430093818E1,-4.082113802E-1,3.220201254E0,9.592369080E0,1.012669133E1
5.431101018E1,-9.696517140E-2,2.956839085E0,9.552865028E0,1.000047648E1
5.432101818E1,-1.759738177E-1,3.296815634E0,9.504981041E0,1.006203879E1
5.433108118E1,-2.873041928E-1,3.084928989E0,9.461885452E0,9.956234573E0
5.434092018E1,-1.663970202E-1,3.230975151E0,9.295488358E0,9.842407846E0
5.435156418E1,-8.020575345E-2,2.776076794E0,9.338583946E0,9.742801725E0
5.436089918E1,-2.944868207E-1,3.361459255E0,9.843760490E0,1.040604398E1
5.437087918E1,-2.849099934E-1,3.003525972E0,9.320627213E0,9.796756280E0
5.438132218E1,-2.693476975E-1,3.251325846E0,9.514557838E0,1.005835368E1
5.439085118E1,-8.020575345E-2,3.187879562E0,9.714473724E0,1.022448086E1
5.440105718E1,-6.224924326E-2,2.916137695E0,9.212887764E0,9.663593275E0
5.441088618E1,-1.711854190E-1,3.245340347E0,9.651026726E0,1.018350899E1
